Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure
HEMM-E002,Excavator,2022-04-29,3,2,0,3,105.4,4.21,1.52,29.5,84.1,0.84,24.3,184.6,315.2,1741.0,7183,97,25.04,0.8731,88.4,0,2022,4,4,None,None,High,163,0
HEMM-E002,Excavator,2022-05-17,3,0,0,6,94.9,4.28,1.97,35.4,88.2,0.99,23.9,183.2,320.1,1764.0,10126,36,22.17,1.1168,94.0,0,2022,5,1,None,None,Medium,124,0
HEMM-DR02,Drill Rig,2022-02-17,1,0,0,16,75.9,4.73,2.04,44.7,86.6,0.79,23.4,178.7,348.2,1786.0,1510,51,16.05,1.1422,99.9,0,2022,2,3,None,None,Low,146,0
HEMM-L001,Wheel Loader,2023-06-23,6,0,0,17,72.9,4.33,2.49,29.3,77.3,0.78,24.2,178.4,340.3,1782.0,10184,99,16.84,1.3973,95.8,0,2023,6,4,None,None,Medium,67,0
HEMM-L001,Wheel Loader,2021-02-10,6,0,0,14,103.8,4.71,1.38,36.4,75.7,0.78,24.5,178.4,307.1,1643.0,1563,102,22.04,0.8399,88.1,0,2021,2,2,None,None,High,88,0
HEMM-D005,Dumper,2021-12-26,2,0,0,13,77.5,5.31,1.72,39.6,76.2,0.79,25.0,197.4,300.5,1666.0,7796,44,14.6,1.0324,97.7,0,2021,12,6,None,None,Low,112,0
HEMM-SC01,Scraper,2023-09-12,5,1,0,11,97.2,3.88,1.37,30.4,80.2,0.83,25.1,180.9,279.8,1831.0,2438,96,25.05,0.7482,90.1,0,2023,9,1,None,None,Low,123,0
HEMM-E002,Excavator,2021-01-09,3,1,0,17,82.0,4.07,1.94,40.1,84.1,0.95,25.6,187.8,336.7,1893.0,6331,67,20.15,1.0248,97.8,0,2021,1,5,None,None,Low,75,0
HEMM-G002,Grader,2023-02-04,4,0,2,16,85.2,4.63,6.65,37.4,56.8,1.0,24.3,174.3,310.5,1717.0,5243,87,18.4,3.873,75.9,1,2023,2,5,Tyre Burst,Tyres,Critical,0,1
HEMM-G002,Grader,2021-11-29,4,1,2,14,91.1,4.29,1.67,39.1,72.2,0.96,23.9,194.7,346.4,1831.0,4382,103,21.24,0.9121,92.0,0,2021,11,0,None,None,Low,64,0
HEMM-L001,Wheel Loader,2023-01-25,6,2,0,2,102.1,5.09,2.53,35.5,87.6,0.93,24.5,180.4,325.3,1655.0,10864,54,20.06,1.5287,89.9,0,2023,1,2,None,None,High,46,0
HEMM-E003,Excavator,2023-09-06,3,1,2,12,80.3,4.28,2.4,37.6,72.2,0.89,18.2,172.2,294.2,1835.0,10537,95,18.76,1.3079,93.8,0,2023,9,2,Electrical Fault,Electrical,Critical,2,1
HEMM-DR02,Drill Rig,2021-10-29,1,0,2,8,73.7,5.01,2.13,42.4,81.3,0.87,24.3,207.4,329.3,1964.0,10065,79,14.71,1.0845,99.3,0,2021,10,4,None,None,Medium,86,0
HEMM-D001,Dumper,2021-08-28,2,1,2,13,79.9,4.0,2.55,36.0,83.2,0.97,24.3,185.3,325.6,1791.0,6715,95,19.98,1.4238,95.8,0,2021,8,5,None,None,Low,110,0
HEMM-D003,Dumper,2023-11-28,2,1,0,14,74.8,4.92,2.11,35.1,80.0,0.81,24.5,208.1,351.9,1945.0,2916,111,15.2,1.0848,98.9,0,2023,11,1,None,None,Low,39,0
HEMM-B002,Dozer,2023-10-23,0,2,2,13,81.1,5.26,1.8,38.1,84.5,0.9,24.7,181.5,353.2,1657.0,9802,44,15.42,1.0863,100.0,0,2023,10,0,None,None,Medium,167,0
HEMM-D003,Dumper,2021-08-12,2,2,1,19,97.8,4.14,2.52,29.5,85.1,1.0,24.8,194.1,357.8,1677.0,5842,109,23.62,1.5027,90.2,0,2021,8,3,None,None,Low,127,0
HEMM-E002,Excavator,2023-03-27,3,2,0,10,79.5,3.67,5.55,44.3,81.2,0.88,24.1,185.0,334.8,1687.0,305,26,21.66,3.2899,84.9,1,2023,3,0,Transmission Failure,Transmission,Critical,1,1
HEMM-L002,Wheel Loader,2023-05-04,6,2,1,10,75.1,4.35,2.27,33.4,79.3,0.87,23.8,180.7,350.1,1873.0,7260,26,17.26,1.212,97.4,0,2023,5,3,None,None,Low,167,0
HEMM-D005,Dumper,2022-02-10,2,0,0,6,85.35,5.48,1.66,43.9,85.4,0.99,24.5,178.5,325.3,1724.0,8434,19,15.57,0.9629,99.8,0,2022,2,3,None,None,Medium,104,0
HEMM-E002,Excavator,2022-01-16,3,1,1,2,76.9,4.1,1.41,44.7,84.5,0.93,25.7,190.4,339.1,1837.0,3193,108,18.76,0.7676,98.0,0,2022,1,6,None,None,Low,162,0
HEMM-DR01,Drill Rig,2023-06-22,1,2,2,20,89.4,4.25,7.41,35.0,56.5,0.84,24.9,179.3,353.7,1754.0,1989,116,21.04,4.2246,70.1,1,2023,6,3,Tyre Burst,Tyres,Critical,4,1
HEMM-G002,Grader,2021-09-13,4,0,2,3,80.1,5.16,1.94,34.4,89.7,0.84,24.1,191.4,333.2,1906.0,5805,8,15.52,1.0178,100.0,0,2021,9,0,None,None,Low,146,0
HEMM-L001,Wheel Loader,2021-07-26,6,1,1,2,94.0,4.58,2.12,41.9,83.5,0.85,25.4,187.1,325.1,1627.0,4559,101,20.52,1.303,95.1,0,2021,7,0,None,None,Low,136,0
HEMM-D002,Dumper,2021-07-18,2,1,2,17,78.8,5.06,1.62,35.7,77.6,0.82,23.9,183.4,342.6,1815.0,318,53,15.57,0.8926,98.2,0,2021,7,6,None,None,Low,105,0
HEMM-B001,Dozer,2023-09-23,0,0,0,11,80.8,4.54,1.64,35.9,81.1,0.76,24.4,180.9,338.4,1888.0,10102,59,17.8,0.8686,99.6,0,2023,9,5,None,None,Medium,129,0
HEMM-B003,Dozer,2022-10-08,0,1,0,12,89.3,5.73,1.63,35.6,86.0,0.79,24.8,180.8,345.5,1807.0,11096,56,15.58,0.902,97.8,0,2022,10,5,None,None,Medium,122,0
HEMM-G001,Grader,2022-11-08,4,1,2,1,94.7,3.78,2.01,34.4,79.9,0.88,24.8,176.9,315.2,1717.0,7686,116,25.05,1.1706,90.7,0,2022,11,1,None,None,Low,165,0
HEMM-D005,Dumper,2021-02-22,2,2,2,4,85.2,4.62,1.83,40.7,80.8,0.94,24.3,184.0,303.5,1819.0,8893,40,18.44,1.006,99.4,0,2021,2,0,None,None,Medium,76,0
HEMM-E003,Excavator,2023-01-25,3,0,0,20,89.4,4.79,2.58,43.4,84.3,0.83,25.0,188.2,314.9,1803.0,11442,89,18.66,1.4309,96.1,0,2023,1,2,None,None,Medium,43,0
HEMM-E002,Excavator,2021-01-07,3,2,0,11,85.5,4.12,2.53,36.8,78.7,0.97,24.5,182.4,320.5,1901.0,472,86,20.75,1.3309,94.9,0,2021,1,3,None,None,Low,87,0
HEMM-B003,Dozer,2023-06-29,0,1,2,20,77.2,4.22,2.49,44.0,82.3,0.91,25.1,178.6,302.9,1726.0,8138,56,18.29,1.4426,97.1,0,2023,6,3,None,None,Medium,169,0
HEMM-D003,Dumper,2022-12-15,2,0,2,16,78.4,5.11,2.18,33.3,78.0,0.91,25.1,174.1,327.2,1902.0,10986,114,15.34,1.1462,97.9,0,2022,12,3,None,None,Medium,46,0
HEMM-G002,Grader,2022-08-25,4,2,2,7,93.0,5.01,1.92,35.0,78.9,0.86,24.3,193.7,298.3,1791.0,11864,23,18.56,1.072,94.8,0,2022,8,3,None,None,Medium,156,0
HEMM-L002,Wheel Loader,2021-03-07,6,1,2,16,87.6,4.32,2.03,34.8,82.1,0.77,24.6,184.1,329.7,1679.0,1626,43,20.28,1.2091,97.7,0,2021,3,6,None,None,Low,116,0
HEMM-DR02,Drill Rig,2021-12-11,1,0,2,4,92.3,4.88,2.3,37.3,79.9,0.77,24.1,185.1,344.7,1710.0,8099,89,18.91,1.345,94.6,0,2021,12,5,None,None,Medium,127,0
HEMM-E002,Excavator,2021-12-16,3,2,2,3,81.0,2.7,6.08,36.8,76.5,0.91,24.8,179.2,327.4,1260.0,1928,60,30.0,4.8254,76.6,1,2021,12,3,Transmission Failure,Transmission,Critical,5,1
HEMM-B001,Dozer,2022-03-28,0,2,2,9,130.4,4.72,2.15,41.3,75.0,0.52,24.6,203.4,312.5,1799.0,11110,65,27.63,1.1951,74.0,1,2022,3,0,Cooling System Failure,Cooling System,Critical,2,1
HEMM-D003,Dumper,2022-11-13,2,1,2,19,78.4,4.9,2.2,39.8,89.8,0.81,24.4,196.8,338.6,1737.0,10041,13,16.0,1.2666,99.4,0,2022,11,6,None,None,Medium,159,0
HEMM-G002,Grader,2023-06-14,4,1,0,8,86.3,4.79,2.45,51.4,83.7,0.96,24.4,169.5,300.4,1795.0,4444,19,18.02,1.3649,98.0,0,2023,6,2,Fuel System Failure,Fuel System,Critical,1,1
HEMM-E002,Excavator,2021-08-26,3,2,0,12,78.8,4.67,2.39,37.4,83.3,0.8,25.2,203.7,285.1,1904.0,2287,114,16.87,1.2553,98.8,0,2021,8,3,None,None,Low,84,0
HEMM-D001,Dumper,2022-09-29,2,1,0,19,68.7,4.08,2.07,39.6,78.4,0.82,24.6,182.7,309.3,1709.0,8975,29,16.84,1.2112,96.3,0,2022,9,3,None,None,Medium,46,0
HEMM-B003,Dozer,2023-01-18,0,2,2,5,92.9,4.21,2.24,34.3,80.7,0.9,24.7,192.5,323.8,1669.0,8715,89,22.07,1.3421,93.4,0,2023,1,2,None,None,Medium,164,0
HEMM-D004,Dumper,2023-03-21,2,1,1,18,69.3,4.23,1.98,44.0,83.2,0.88,25.8,187.0,301.7,1814.0,7746,45,16.38,1.0915,98.6,0,2023,3,1,None,None,Low,126,0
HEMM-B002,Dozer,2022-03-25,0,0,0,15,102.5,4.41,1.86,57.3,76.7,0.79,24.5,187.5,263.6,1761.0,2615,81,23.24,1.0562,88.7,0,2022,3,4,Fuel System Failure,Fuel System,Critical,0,1
HEMM-B002,Dozer,2023-10-26,0,2,2,4,81.9,4.58,2.28,32.5,83.0,0.89,25.2,176.0,339.4,2011.0,4680,113,17.88,1.1338,99.2,0,2023,10,3,None,None,Low,86,0
HEMM-E002,Excavator,2023-10-11,3,0,0,13,93.0,4.7,5.86,43.4,80.0,0.88,24.2,162.0,348.7,2133.0,1163,108,19.79,2.7473,83.6,1,2023,10,2,Brake Failure,Brakes,Critical,3,1
HEMM-D002,Dumper,2022-01-02,2,0,2,13,86.6,3.83,2.06,38.3,85.1,0.98,24.3,171.7,335.2,1778.0,5100,109,22.61,1.1586,95.7,0,2022,1,6,None,None,Low,174,0
HEMM-E001,Excavator,2021-02-14,3,2,2,13,84.4,4.11,1.66,33.8,90.8,0.76,23.4,179.0,354.4,1843.0,5728,59,20.54,0.9007,98.0,0,2021,2,6,None,None,Low,90,0
HEMM-G001,Grader,2023-03-13,4,0,0,3,83.1,4.31,1.31,39.7,82.6,0.79,23.7,179.3,348.5,1688.0,8848,98,19.28,0.7761,99.0,0,2023,3,0,None,None,Medium,104,0
HEMM-E002,Excavator,2023-03-18,3,1,2,5,86.9,4.78,1.24,36.3,86.2,0.77,23.9,174.7,323.2,1835.0,5498,101,18.18,0.6757,99.0,0,2023,3,5,None,None,Low,179,0
HEMM-D002,Dumper,2022-09-15,2,0,0,6,92.6,4.75,2.39,43.3,82.4,0.91,24.7,184.4,338.1,1711.0,9656,22,19.49,1.3968,95.0,0,2022,9,3,None,None,Medium,131,0
HEMM-B002,Dozer,2021-10-24,0,1,2,7,91.2,2.16,2.26,45.3,78.7,0.84,24.3,115.9,304.0,1857.0,3405,99,42.22,1.217,83.1,1,2021,10,6,Hydraulic Failure,Hydraulics,Critical,1,1
HEMM-G002,Grader,2023-05-25,4,2,0,6,91.3,4.57,1.79,41.8,76.0,0.75,24.3,174.4,353.2,1908.0,1122,17,19.98,0.9382,94.4,0,2023,5,3,None,None,Low,157,0
HEMM-E001,Excavator,2021-04-18,3,1,2,17,78.8,3.94,1.96,32.6,84.8,0.75,24.4,184.1,307.4,1717.0,10851,48,20.0,1.1415,97.2,0,2021,4,6,None,None,Medium,144,0
HEMM-D005,Dumper,2023-04-08,2,1,0,2,80.7,4.29,1.64,44.6,77.3,0.85,24.4,180.8,301.0,1810.0,2146,35,18.81,0.9061,97.1,0,2023,4,5,None,None,Low,143,0
HEMM-E001,Excavator,2023-02-08,3,2,2,3,83.8,4.29,1.82,48.6,85.1,0.99,25.2,165.1,317.3,1903.0,7796,115,19.53,0.9564,99.0,0,2023,2,2,None,None,Low,30,0
HEMM-DR02,Drill Rig,2023-01-23,1,1,1,4,80.1,4.67,1.72,39.0,78.3,0.78,25.3,183.2,340.0,1775.0,2110,15,17.15,0.969,98.5,0,2023,1,0,None,None,Low,110,0
HEMM-L002,Wheel Loader,2022-04-06,6,1,0,19,84.4,4.68,1.84,39.2,77.0,0.77,24.6,185.5,315.8,1883.0,9587,78,18.03,0.9772,98.0,0,2022,4,2,None,None,Medium,69,0
HEMM-D004,Dumper,2022-01-06,2,0,0,16,96.8,4.79,2.31,41.7,77.5,0.85,24.8,180.7,303.6,1694.0,10761,94,20.21,1.3636,91.4,0,2022,1,3,None,None,Medium,39,0
HEMM-D005,Dumper,2021-07-23,2,0,2,3,79.2,4.15,2.34,37.6,89.7,0.97,24.4,164.6,314.4,1731.0,11894,115,19.08,1.3518,97.2,0,2021,7,4,None,None,Medium,159,0
HEMM-D001,Dumper,2023-03-18,2,2,1,18,78.4,4.75,2.23,31.8,80.6,0.96,23.3,201.8,319.7,1910.0,8884,67,16.51,1.1675,98.8,0,2023,3,5,None,None,Medium,32,0
HEMM-SC01,Scraper,2021-09-12,5,1,2,4,89.5,4.68,1.28,34.3,74.9,0.87,24.5,191.6,293.9,1729.0,3160,115,19.12,0.7403,94.9,0,2021,9,6,None,None,Low,75,0
HEMM-D001,Dumper,2023-07-05,2,0,2,4,76.1,4.31,1.84,45.9,80.7,0.81,24.2,150.1,299.7,1783.0,841,21,17.66,1.032,98.5,0,2023,7,2,None,None,Low,133,0
HEMM-E001,Excavator,2021-06-29,3,2,1,9,62.3,3.66,2.74,35.0,84.9,0.97,25.5,191.5,323.4,1820.0,773,15,17.02,1.5055,93.6,0,2021,6,1,None,None,Low,142,0
HEMM-G001,Grader,2021-12-18,4,0,1,1,97.5,3.62,2.04,35.4,89.0,0.94,25.3,213.0,361.6,1799.0,4268,43,26.93,1.134,89.2,0,2021,12,5,None,None,Low,137,0
HEMM-L002,Wheel Loader,2022-08-24,6,2,2,18,99.3,4.68,1.68,33.6,83.2,0.94,24.4,200.9,317.3,1580.0,7489,22,21.22,1.0633,92.8,0,2022,8,2,None,None,Low,137,0
HEMM-B003,Dozer,2023-12-07,0,0,1,20,75.9,4.65,1.67,34.8,86.0,0.81,24.8,199.7,306.2,1980.0,9018,70,16.32,0.8434,100.0,0,2023,12,3,None,None,Medium,147,0
HEMM-D002,Dumper,2022-05-01,2,1,1,7,80.6,4.6,1.86,42.5,87.1,0.79,24.2,165.1,301.4,1725.0,2521,43,17.52,1.0783,100.0,0,2022,5,6,None,None,Low,40,0
HEMM-SC01,Scraper,2022-03-19,5,2,2,12,92.5,5.29,2.01,37.9,84.2,0.99,24.2,168.2,332.6,1738.0,4744,21,17.49,1.1565,96.2,0,2022,3,5,None,None,Low,161,0
HEMM-D003,Dumper,2022-06-07,2,0,1,13,76.6,4.04,2.36,35.5,86.4,0.87,25.0,188.2,320.1,1647.0,10845,120,18.96,1.4329,96.6,0,2022,6,1,None,None,Medium,100,0
HEMM-D003,Dumper,2022-06-05,2,2,2,14,78.8,4.78,1.78,40.7,78.3,0.9,25.1,179.9,308.7,1795.0,11578,23,16.49,0.9916,98.5,0,2022,6,6,None,None,Medium,159,0
HEMM-B001,Dozer,2022-01-30,0,2,2,12,75.5,4.12,1.94,40.3,76.5,0.99,25.4,174.9,317.3,2118.0,9434,89,18.33,0.916,95.9,0,2022,1,6,None,None,Medium,118,0
HEMM-E001,Excavator,2023-05-10,3,1,1,11,84.3,3.75,1.97,33.0,79.1,0.79,23.9,180.6,336.5,1879.0,7304,53,22.48,1.0484,95.1,0,2023,5,2,None,None,Low,75,0
HEMM-E003,Excavator,2021-06-08,3,0,2,4,66.3,4.13,2.15,33.5,86.6,0.88,24.7,172.7,285.1,1837.0,8907,19,16.05,1.1704,97.7,0,2021,6,1,None,None,Medium,119,0
HEMM-D003,Dumper,2022-11-06,2,2,0,3,64.8,4.3,1.53,48.3,82.2,0.92,21.7,176.4,315.0,1804.0,6144,47,15.07,0.8481,99.0,0,2022,11,6,Electrical Fault,Electrical,Critical,3,1
HEMM-D001,Dumper,2021-07-20,2,0,1,8,104.3,4.5,1.91,44.7,80.5,0.58,24.5,202.4,301.1,1763.0,6403,18,23.18,1.0834,89.8,0,2021,7,1,Cooling System Failure,Cooling System,Critical,4,1
HEMM-D004,Dumper,2023-12-20,2,0,0,19,79.5,4.94,1.05,35.3,85.3,0.92,24.4,182.8,298.4,1832.0,4820,75,16.09,0.5731,100.0,0,2023,12,2,None,None,Low,63,0
HEMM-D002,Dumper,2021-12-16,2,0,2,13,90.1,4.12,1.24,34.2,81.2,0.78,25.1,175.4,355.8,1916.0,3160,49,21.87,0.6472,95.2,0,2021,12,3,None,None,Low,160,0
HEMM-SC01,Scraper,2023-04-05,5,0,1,19,88.0,4.42,2.07,34.5,82.2,0.92,25.5,182.9,314.7,1771.0,2290,38,19.91,1.1688,97.9,0,2023,4,2,None,None,Low,45,0
HEMM-D005,Dumper,2021-09-16,2,1,0,13,76.7,4.14,3.98,30.8,88.8,0.86,25.3,171.6,317.3,1974.0,9498,99,18.53,2.0162,92.3,0,2021,9,3,Brake Failure,Brakes,Critical,5,1
HEMM-DR01,Drill Rig,2023-07-27,1,1,0,15,89.0,4.61,2.01,43.1,77.2,0.87,25.3,183.0,275.3,1832.0,5999,107,19.31,1.0972,96.0,0,2023,7,3,None,None,Low,170,0
HEMM-B001,Dozer,2023-05-27,0,2,1,8,96.7,5.45,1.93,32.2,76.2,0.92,23.3,185.7,314.2,1797.0,5200,86,17.74,1.074,91.8,0,2023,5,5,None,None,Low,40,0
HEMM-DR01,Drill Rig,2022-10-03,1,1,1,3,77.1,4.33,2.05,38.2,87.1,0.89,25.3,182.4,311.5,1966.0,1456,98,17.81,1.0427,99.0,0,2022,10,0,None,None,Low,32,0
HEMM-E001,Excavator,2021-04-28,3,1,1,10,93.4,4.77,2.27,33.4,82.8,0.86,24.5,197.6,303.7,1773.0,9279,68,19.58,1.2803,95.0,0,2021,4,2,None,None,Medium,172,0
HEMM-DR01,Drill Rig,2023-11-08,1,2,2,5,75.8,4.15,2.31,47.9,87.5,0.82,23.8,173.6,333.9,1844.0,8058,68,18.27,1.2527,97.3,0,2023,11,2,None,None,Medium,161,0
HEMM-SC01,Scraper,2021-09-13,5,0,2,1,97.5,4.47,1.89,57.8,83.9,0.96,24.8,171.5,327.8,1752.0,10297,29,21.81,1.0788,93.6,0,2021,9,0,Fuel System Failure,Fuel System,Critical,6,1
HEMM-E003,Excavator,2023-12-18,3,2,0,20,85.3,4.6,1.44,45.0,81.8,0.75,25.4,191.4,327.5,1725.0,893,82,18.54,0.8348,99.8,0,2023,12,0,None,None,Low,49,0
HEMM-L002,Wheel Loader,2022-04-06,6,1,1,3,79.3,4.72,2.05,38.0,83.1,0.87,24.9,200.2,338.1,1832.0,6213,112,16.8,1.119,99.8,0,2022,4,2,None,None,Low,99,0
HEMM-D002,Dumper,2023-05-16,2,0,1,13,72.0,4.91,1.56,38.2,78.5,0.76,24.4,176.5,328.5,1687.0,2993,52,14.66,0.9247,98.6,0,2023,5,1,None,None,Low,74,0
HEMM-E003,Excavator,2021-08-30,3,0,0,10,86.9,4.11,1.85,34.9,85.5,0.93,24.3,174.3,324.3,1803.0,8115,42,21.14,1.0261,97.1,0,2021,8,0,None,None,Medium,33,0
HEMM-G002,Grader,2022-03-22,4,0,2,17,61.4,4.29,1.65,39.7,95.1,0.88,24.8,176.7,321.0,1902.0,780,64,14.31,0.8675,99.0,0,2022,3,1,None,None,Low,94,0
HEMM-D002,Dumper,2022-12-30,2,1,0,20,93.1,4.38,2.37,43.1,83.0,0.8,24.8,179.8,286.7,1782.0,7742,47,21.26,1.33,94.2,0,2022,12,4,None,None,Low,140,0
HEMM-D001,Dumper,2022-12-18,2,2,1,6,88.3,4.53,5.66,37.1,86.0,0.82,24.9,185.2,314.5,1973.0,6787,50,19.49,2.8687,87.4,1,2022,12,6,Brake Failure,Brakes,Critical,7,1
HEMM-D003,Dumper,2023-12-20,2,2,0,5,83.6,4.62,5.83,36.7,78.5,0.94,24.7,179.3,328.5,1929.0,6929,20,18.1,3.0223,87.1,1,2023,12,2,Brake Failure,Brakes,Critical,4,1
HEMM-L001,Wheel Loader,2023-03-21,6,0,1,10,71.0,4.28,2.16,39.5,80.3,0.78,24.4,176.9,347.9,1763.0,6171,59,16.59,1.2252,97.7,0,2023,3,1,None,None,Low,121,0
HEMM-B001,Dozer,2021-08-11,0,0,0,15,78.1,4.66,2.39,36.2,80.6,0.85,24.5,178.4,286.3,1694.0,2851,22,16.76,1.4109,98.3,0,2021,8,2,None,None,Low,153,0
HEMM-D001,Dumper,2023-01-06,2,2,0,7,80.8,4.07,5.09,32.7,80.6,0.92,24.5,175.8,339.8,1416.0,2013,29,19.85,3.5946,88.0,1,2023,1,4,Transmission Failure,Transmission,Critical,6,1
HEMM-B003,Dozer,2021-03-06,0,1,0,7,113.3,4.36,1.69,41.7,87.9,0.32,24.7,169.6,309.6,1909.0,8052,90,25.99,0.8853,85.1,1,2021,3,5,Cooling System Failure,Cooling System,Critical,7,1
HEMM-D005,Dumper,2022-10-28,2,0,1,17,90.1,4.5,1.82,36.6,90.2,0.81,24.0,193.5,324.9,1851.0,6570,21,20.02,0.9833,97.4,0,2022,10,4,None,None,Low,42,0
HEMM-D001,Dumper,2021-09-16,2,1,2,12,72.6,5.32,2.15,44.3,83.0,0.93,24.4,182.9,318.6,1647.0,8392,6,13.65,1.3054,99.6,0,2021,9,3,None,None,Medium,107,0
HEMM-B003,Dozer,2023-05-30,0,2,0,1,66.3,4.22,2.18,39.3,81.8,0.9,24.3,190.8,305.6,1713.0,7316,66,15.71,1.2726,98.0,0,2023,5,1,None,None,Low,135,0
HEMM-D003,Dumper,2023-05-29,2,1,2,20,79.0,4.87,2.73,37.3,81.4,0.92,23.6,170.7,319.0,1754.0,2698,98,16.22,1.5564,97.6,0,2023,5,0,None,None,Low,75,0
HEMM-B001,Dozer,2021-08-24,0,0,0,8,81.5,4.72,1.78,41.3,79.1,0.78,25.4,170.7,334.2,1753.0,11117,110,17.27,1.0154,98.8,0,2021,8,1,None,None,Medium,162,0
HEMM-D004,Dumper,2023-10-26,2,2,2,6,76.4,5.05,1.72,35.7,81.8,0.98,23.8,176.8,290.7,1829.0,3291,114,15.13,0.9404,99.9,0,2023,10,3,None,None,Low,173,0
HEMM-D005,Dumper,2022-04-15,2,1,0,5,90.7,4.67,1.92,29.7,76.7,0.96,23.8,172.6,365.6,1982.0,6774,9,19.42,0.9687,95.0,0,2022,4,4,None,None,Low,51,0
HEMM-D005,Dumper,2023-05-24,2,1,1,20,88.7,4.77,2.03,35.4,78.7,0.79,24.4,175.1,269.0,1839.0,3470,16,18.6,1.1039,96.7,0,2023,5,2,None,None,Low,36,0
HEMM-L002,Wheel Loader,2022-09-20,6,2,0,8,92.7,4.13,1.41,40.2,81.7,0.85,23.6,189.0,307.8,2014.0,3833,48,22.45,0.7001,94.2,0,2022,9,1,None,None,Low,136,0
HEMM-L002,Wheel Loader,2023-05-25,6,2,0,2,82.9,4.31,1.62,38.3,82.4,0.83,24.6,172.4,324.3,1633.0,5185,19,19.23,0.992,99.0,0,2023,5,3,None,None,Low,143,0
HEMM-G001,Grader,2023-05-07,4,1,1,11,88.5,4.15,4.2,39.7,81.4,0.98,24.2,179.8,311.9,1976.0,979,28,21.33,2.1255,89.7,0,2023,5,6,Brake Failure,Brakes,Critical,5,1
HEMM-B002,Dozer,2023-08-25,0,0,1,20,90.4,4.79,2.08,37.1,81.0,0.84,24.2,188.2,321.9,1868.0,1850,60,18.87,1.1135,96.7,0,2023,8,4,None,None,Low,142,0
HEMM-L001,Wheel Loader,2023-01-15,6,0,2,10,99.6,4.03,2.42,48.0,81.9,0.78,24.1,175.7,343.2,1752.0,2027,17,24.71,1.3813,89.1,0,2023,1,6,Fuel System Failure,Fuel System,Critical,2,1
HEMM-G001,Grader,2023-01-11,4,2,0,19,85.2,4.9,2.36,39.6,79.4,0.8,24.6,176.4,326.6,1859.0,8864,82,17.39,1.2695,97.8,0,2023,1,2,None,None,Medium,174,0
HEMM-B001,Dozer,2022-03-07,0,2,1,13,130.7,4.67,2.21,51.5,88.9,0.46,24.8,171.2,375.8,1799.0,1629,118,27.99,1.2285,76.5,1,2022,3,0,Engine Overheat,Engine,Critical,1,1
HEMM-E002,Excavator,2022-01-31,3,2,2,15,79.8,4.27,2.07,39.4,88.8,0.8,23.8,181.7,347.5,1772.0,1816,14,18.69,1.1682,98.6,0,2022,1,0,None,None,Low,176,0
HEMM-B002,Dozer,2023-08-30,0,1,1,18,78.3,4.74,1.94,46.5,86.7,0.93,24.4,197.2,326.8,1935.0,2717,10,16.52,1.0026,100.0,0,2023,8,2,None,None,Low,140,0
HEMM-SC01,Scraper,2022-06-02,5,2,2,12,90.0,5.08,2.67,37.1,82.0,0.89,24.4,185.2,318.3,1828.0,6196,62,17.72,1.4606,95.5,0,2022,6,3,None,None,Low,70,0
HEMM-DR01,Drill Rig,2021-05-19,1,0,1,14,75.0,2.64,2.22,41.6,83.4,0.88,24.4,125.9,334.8,1796.0,8781,69,28.41,1.2361,90.0,1,2021,5,2,Hydraulic Failure,Hydraulics,Critical,4,1
HEMM-B002,Dozer,2021-04-04,0,2,2,2,79.2,4.7,2.08,39.4,86.8,0.92,25.2,191.2,308.0,1646.0,11567,29,16.85,1.2637,99.8,0,2021,4,6,None,None,Medium,136,0
HEMM-L001,Wheel Loader,2023-12-27,6,2,2,3,99.9,4.37,2.34,44.1,86.1,0.86,24.6,188.9,328.9,1848.0,2911,61,22.86,1.2662,90.9,0,2023,12,2,None,None,Low,84,0
HEMM-G002,Grader,2023-04-01,4,2,1,9,122.6,4.7,2.27,57.2,84.3,0.43,24.1,173.9,438.6,1890.0,3590,28,26.09,1.2011,80.4,1,2023,4,5,Engine Overheat,Engine,Critical,3,1
HEMM-L002,Wheel Loader,2023-07-22,6,2,1,17,98.1,4.25,2.14,37.0,81.9,0.84,24.8,179.9,283.5,1882.0,4440,43,23.08,1.1371,91.7,0,2023,7,5,None,None,Low,126,0
HEMM-B001,Dozer,2021-09-01,0,1,1,8,83.7,4.24,1.47,32.8,82.8,0.84,25.3,204.1,322.9,1724.0,947,73,19.74,0.8527,98.7,0,2021,9,2,None,None,Low,140,0
HEMM-D005,Dumper,2022-07-23,2,1,1,9,92.5,4.53,1.77,43.0,88.6,0.8,24.5,179.2,337.1,1749.0,1044,87,20.42,1.012,96.2,0,2022,7,5,None,None,Low,35,0
HEMM-E002,Excavator,2023-12-31,3,1,2,1,94.2,5.23,2.43,40.4,71.9,0.8,25.1,184.3,347.3,1841.0,10827,49,18.01,1.3199,90.1,0,2023,12,6,None,None,Medium,64,0
