Equipment_ID,Equipment_Type,Date,Shift,Operator_Experience_Yr,Road_Condition,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Days_to_Next_Failure,Failure_Component,Failure_Type,Failure,Maintenance_Priority
HEMM-G002,Grader,2021-03-17,Night,5,Poor,93.6,4.32,2.53,24.6,88.2,0.79,24.5,166.1,331.9,1761.0,9613,12,76,None,None,0,Medium
HEMM-L002,Wheel Loader,2022-08-29,Afternoon,13,Poor,91.6,4.01,2.15,34.8,75.4,0.84,25.7,186.1,358.3,1883.0,11355,94,33,None,None,0,Medium
HEMM-B003,Dozer,2022-12-06,Morning,9,Good,71.8,5.31,1.6,38.7,78.1,0.96,23.4,185.6,348.5,1692.0,8847,83,169,None,None,0,Medium
HEMM-DR02,Drill Rig,2022-02-25,Night,20,Fair,80.8,4.04,2.35,28.4,77.0,0.94,24.7,186.8,303.9,1610.0,10328,88,156,None,None,0,Medium
HEMM-G002,Grader,2022-02-09,Afternoon,3,Fair,85.1,4.63,1.85,35.6,79.6,0.87,24.5,194.1,311.8,1835.0,805,73,143,None,None,0,Low
HEMM-D005,Dumper,2023-12-02,Night,10,Poor,75.2,4.62,2.44,43.7,87.2,0.8,24.4,170.4,335.5,1757.0,3701,16,102,None,None,0,Low
HEMM-L002,Wheel Loader,2022-11-29,Night,6,Poor,92.2,4.19,2.16,40.6,83.0,0.93,25.6,191.0,313.0,1919.0,583,8,81,None,None,0,Low
HEMM-E003,Excavator,2022-09-15,Night,14,Poor,93.5,4.37,2.2,44.5,79.8,0.87,20.4,187.9,336.9,1772.0,8478,19,5,Electrical,Electrical Fault,1,Critical
HEMM-L002,Wheel Loader,2022-12-27,Morning,2,Fair,86.0,4.35,1.61,35.0,85.3,0.83,25.4,163.6,321.7,1759.0,10865,20,121,None,None,0,Medium
HEMM-D001,Dumper,2023-07-18,Afternoon,8,Poor,91.4,4.7,2.87,41.8,85.1,0.9,24.2,191.1,325.5,1891.0,9728,77,109,None,None,0,Medium
HEMM-SC01,Scraper,2022-04-24,Afternoon,10,Poor,71.6,4.21,2.3,36.6,82.1,0.87,24.3,161.9,309.6,1544.0,4861,90,141,None,None,0,Low
HEMM-D005,Dumper,2023-02-13,Night,8,Poor,82.9,4.57,1.54,32.1,88.4,0.87,24.2,184.7,309.8,1943.0,1924,46,68,None,None,0,Low
HEMM-G001,Grader,2023-07-20,Morning,5,Fair,81.0,3.47,5.79,43.5,84.9,0.83,24.5,181.3,313.3,1480.0,11859,59,0,Transmission,Transmission Failure,1,Critical
HEMM-D005,Dumper,2023-09-03,Morning,15,Poor,76.2,4.61,1.51,28.9,86.7,0.84,24.0,195.9,307.9,1653.0,1479,52,73,None,None,0,Low
HEMM-SC01,Scraper,2023-11-29,Afternoon,9,Poor,84.0,4.25,2.03,34.8,83.3,0.78,23.5,174.6,298.4,1720.0,9773,68,45,None,None,0,Medium
HEMM-DR02,Drill Rig,2023-09-30,Night,14,Poor,86.8,2.84,2.29,33.9,83.9,0.78,25.7,154.4,297.2,1824.0,2868,23,7,Hydraulics,Hydraulic Failure,1,Critical
HEMM-L002,Wheel Loader,2023-12-20,Morning,7,Good,91.4,4.38,2.51,40.0,78.1,0.86,24.4,201.8,283.5,1726.0,7661,65,110,None,None,0,Low
HEMM-SC01,Scraper,2023-01-27,Morning,20,Good,80.0,4.35,2.29,37.3,81.5,0.96,24.5,196.1,338.5,1683.0,6894,19,155,None,None,0,Low
HEMM-B002,Dozer,2021-03-24,Night,5,Fair,84.6,4.4,1.92,41.0,83.5,0.8,24.5,179.2,341.9,1926.0,2129,52,75,None,None,0,Low
HEMM-B002,Dozer,2022-08-26,Afternoon,1,Poor,85.4,4.69,2.4,38.8,82.3,0.99,24.5,183.3,300.4,1769.0,2540,23,31,None,None,0,Low
HEMM-B002,Dozer,2022-08-04,Morning,6,Good,90.9,4.84,1.65,38.4,81.7,0.84,24.9,194.7,341.9,1852.0,8208,5,72,None,None,0,Medium
HEMM-D003,Dumper,2021-04-02,Afternoon,16,Poor,81.4,4.47,2.13,37.3,82.8,0.8,25.2,185.5,290.3,1837.0,9589,44,167,None,None,0,Medium
HEMM-B003,Dozer,2023-02-12,Afternoon,20,Good,77.3,4.62,2.52,32.2,85.2,0.82,24.4,172.2,334.1,1931.0,2375,102,169,None,None,0,Low
HEMM-DR02,Drill Rig,2023-07-11,Night,15,Poor,84.9,4.06,1.62,33.0,80.9,0.88,25.0,194.5,315.6,1938.0,2640,115,31,None,None,0,Low
HEMM-DR01,Drill Rig,2023-03-05,Morning,13,Good,75.4,4.85,2.65,34.5,85.1,0.93,24.5,189.7,323.2,1920.0,5754,74,36,None,None,0,Low
HEMM-DR02,Drill Rig,2022-07-23,Night,3,Good,95.8,5.04,2.14,35.1,86.9,1.0,23.7,195.5,330.3,1875.0,2913,95,79,None,None,0,Low
HEMM-B002,Dozer,2021-09-11,Night,18,Poor,91.3,4.38,2.89,38.2,80.4,0.97,23.8,175.0,293.9,1713.0,1595,29,39,None,None,0,Low
HEMM-D002,Dumper,2023-12-05,Morning,16,Good,106.9,4.16,2.7,42.2,78.0,0.41,23.6,166.8,421.4,1874.0,8435,119,2,Engine,Engine Overheat,1,Critical
HEMM-B001,Dozer,2022-02-26,Morning,19,Poor,81.0,4.71,1.59,50.2,85.7,0.86,24.4,182.3,330.7,1710.0,7478,15,125,None,None,0,Low
HEMM-G002,Grader,2021-04-03,Afternoon,1,Good,84.4,4.01,2.05,37.9,81.5,0.78,24.8,171.0,315.8,1935.0,5769,60,139,None,None,0,Low
HEMM-L002,Wheel Loader,2022-10-12,Afternoon,9,Good,87.4,3.84,2.26,45.4,78.3,0.95,24.4,193.5,304.4,1972.0,1691,19,66,None,None,0,Low
HEMM-B002,Dozer,2021-10-22,Morning,9,Fair,85.7,4.37,2.02,33.9,79.0,0.81,25.7,190.5,315.7,1878.0,1668,24,175,None,None,0,Low
HEMM-E001,Excavator,2021-05-01,Night,11,Poor,89.6,4.69,7.87,34.7,53.3,0.78,24.5,171.0,312.3,1627.0,3173,8,6,Tyres,Tyre Burst,1,Critical
HEMM-B003,Dozer,2021-10-19,Afternoon,11,Good,68.0,4.88,5.19,41.0,83.3,0.96,23.7,195.1,351.5,2023.0,4425,53,3,Brakes,Brake Failure,1,Critical
HEMM-L001,Wheel Loader,2023-11-08,Night,13,Good,85.1,4.01,2.16,42.2,80.1,0.97,24.8,188.2,338.3,1879.0,2085,39,170,None,None,0,Low
HEMM-SC01,Scraper,2023-04-14,Morning,16,Poor,82.5,4.34,2.39,35.9,78.4,0.86,25.0,211.0,344.2,1816.0,673,57,102,None,None,0,Low
HEMM-D001,Dumper,2022-07-06,Night,19,Good,90.2,4.78,2.36,40.1,82.5,0.81,24.8,194.3,308.8,1694.0,11260,17,83,None,None,0,Medium
HEMM-D005,Dumper,2022-09-16,Night,14,Poor,89.0,4.06,1.87,36.5,83.5,0.98,25.3,176.1,287.1,1832.0,7506,15,62,None,None,0,Low
HEMM-D005,Dumper,2023-02-04,Night,6,Fair,83.8,4.47,2.18,43.4,83.1,0.84,24.8,181.0,301.1,1687.0,4216,73,61,None,None,0,Low
HEMM-SC01,Scraper,2023-07-15,Morning,1,Poor,77.7,4.56,1.96,46.4,78.4,0.93,24.8,182.9,316.2,1788.0,7812,111,48,None,None,0,Low
HEMM-E001,Excavator,2021-01-02,Morning,16,Fair,81.9,4.51,2.17,32.9,84.5,0.79,25.3,159.7,304.7,1910.0,4677,81,50,None,None,0,Low
HEMM-G002,Grader,2022-12-21,Night,7,Poor,84.9,4.94,1.94,36.6,78.7,0.9,24.8,174.5,336.3,1906.0,9787,112,102,None,None,0,Medium
HEMM-E001,Excavator,2023-12-30,Night,3,Fair,82.3,4.53,2.02,41.8,81.5,0.77,24.3,196.2,299.6,1569.0,5125,16,141,None,None,0,Low
HEMM-D005,Dumper,2022-07-27,Afternoon,7,Fair,80.2,4.08,2.06,48.5,75.6,0.9,24.2,177.9,316.8,2015.0,10201,69,117,None,None,0,Medium
HEMM-B003,Dozer,2022-06-20,Night,15,Poor,69.6,4.47,2.76,41.3,81.9,0.76,24.3,182.5,293.7,1787.0,4673,36,142,None,None,0,Low
HEMM-B003,Dozer,2022-03-08,Afternoon,20,Poor,105.6,4.67,1.77,40.1,83.0,0.42,24.8,175.0,334.3,1831.0,5581,7,0,Cooling System,Cooling System Failure,1,Critical
HEMM-D001,Dumper,2021-01-20,Night,6,Poor,77.6,4.41,1.2,34.0,84.5,0.99,23.9,186.7,301.5,1799.0,6969,76,171,None,None,0,Low
HEMM-G002,Grader,2021-06-16,Night,3,Poor,98.6,4.46,2.13,44.6,86.9,0.85,24.7,178.1,314.0,1823.0,9025,8,174,None,None,0,Medium
HEMM-D004,Dumper,2022-12-24,Afternoon,20,Good,76.6,4.79,1.73,37.0,88.8,0.84,25.1,179.3,353.9,1607.0,6064,54,82,None,None,0,Low
HEMM-D001,Dumper,2021-09-13,Afternoon,12,Good,73.4,4.23,1.23,25.3,87.9,0.87,24.1,175.1,347.7,1840.0,3361,61,150,None,None,0,Low
HEMM-D001,Dumper,2022-07-30,Night,12,Poor,85.0,4.54,2.22,40.7,85.6,0.89,24.1,167.7,324.4,1818.0,3337,16,95,None,None,0,Low
HEMM-E003,Excavator,2022-04-25,Afternoon,12,Fair,70.6,4.81,2.38,28.6,84.6,0.96,24.6,182.1,280.8,1883.0,802,40,116,None,None,0,Low
HEMM-E002,Excavator,2021-01-15,Morning,13,Fair,102.1,4.77,0.93,42.4,81.8,0.85,23.8,186.4,334.4,1808.0,2017,116,168,None,None,0,High
HEMM-L001,Wheel Loader,2021-12-16,Night,7,Poor,92.1,4.35,2.26,35.2,84.4,0.82,24.2,172.0,328.7,1905.0,11010,99,108,None,None,0,Medium
HEMM-E001,Excavator,2021-05-14,Night,5,Fair,84.7,4.69,1.1,44.7,92.6,0.85,25.1,178.0,338.3,1739.0,1265,21,34,None,None,0,Low
HEMM-E003,Excavator,2023-12-08,Night,9,Poor,131.8,4.26,2.32,34.8,85.4,0.39,23.8,180.8,334.0,1928.0,3343,113,4,Cooling System,Cooling System Failure,1,Critical
HEMM-D001,Dumper,2023-05-25,Night,2,Fair,85.8,4.78,2.0,32.6,86.0,0.98,24.7,171.2,310.7,1815.0,5492,60,48,None,None,0,Low
HEMM-L002,Wheel Loader,2023-08-14,Afternoon,12,Good,82.9,3.82,1.4,41.7,79.2,0.91,24.3,170.1,308.9,1712.0,8674,102,124,None,None,0,Medium
HEMM-E003,Excavator,2021-04-07,Afternoon,14,Fair,88.9,3.86,1.66,55.3,79.5,0.87,25.3,179.7,321.5,1682.0,8923,62,3,Fuel System,Fuel System Failure,1,Critical
HEMM-D003,Dumper,2021-02-21,Night,8,Good,98.0,4.58,2.06,40.8,76.9,0.85,24.5,182.8,308.5,1667.0,11497,59,177,None,None,0,Medium
HEMM-E002,Excavator,2021-12-03,Afternoon,10,Poor,86.4,3.17,5.75,40.5,85.0,0.9,24.1,187.0,336.2,1546.0,1229,85,7,Transmission,Transmission Failure,1,Critical
HEMM-D001,Dumper,2022-11-16,Afternoon,8,Good,73.0,4.97,1.44,28.0,80.4,0.94,24.5,177.0,292.8,1678.0,1966,65,55,None,None,0,Low
HEMM-D002,Dumper,2022-11-15,Night,8,Poor,73.0,4.22,1.86,43.7,76.1,0.91,24.7,179.9,313.8,1866.0,1394,104,125,None,None,0,Low
HEMM-D004,Dumper,2023-07-04,Night,4,Good,86.8,4.51,2.16,40.8,77.0,0.88,23.6,206.6,335.1,1983.0,1601,12,158,None,None,0,Low
HEMM-D003,Dumper,2021-09-19,Morning,15,Poor,83.8,4.94,2.19,32.2,81.4,0.76,25.5,189.7,328.9,1880.0,1097,43,161,None,None,0,Low
HEMM-D003,Dumper,2021-07-28,Night,2,Fair,89.3,4.94,2.41,39.1,83.7,0.9,25.2,166.1,280.1,1825.0,9362,11,69,None,None,0,Medium
HEMM-G002,Grader,2021-07-16,Night,14,Poor,69.7,4.09,2.05,45.0,86.0,0.79,25.3,176.2,328.7,1796.0,4019,115,164,None,None,0,Low
HEMM-D001,Dumper,2023-07-18,Afternoon,15,Poor,85.6,4.39,2.12,27.2,83.9,0.78,24.5,173.8,312.6,1788.0,7214,117,35,None,None,0,Low
HEMM-B003,Dozer,2021-02-23,Afternoon,17,Good,67.3,4.39,5.67,32.4,47.2,0.98,24.0,200.1,343.5,1880.0,5577,80,0,Tyres,Tyre Burst,1,Critical
HEMM-E002,Excavator,2021-09-16,Night,17,Fair,73.0,4.38,2.4,41.4,73.4,0.99,24.5,189.4,334.1,1972.0,4398,50,113,None,None,0,Low
HEMM-DR02,Drill Rig,2022-01-16,Morning,5,Good,87.0,4.46,3.1,36.6,79.3,0.81,24.2,182.3,329.5,1740.0,922,12,73,None,None,0,Low
HEMM-DR01,Drill Rig,2023-11-17,Night,12,Poor,95.6,4.84,1.79,41.9,83.1,0.91,24.9,185.1,306.8,1817.0,5298,79,142,None,None,0,Low
HEMM-D005,Dumper,2023-08-20,Afternoon,20,Fair,86.6,4.36,2.24,38.3,83.6,0.8,23.9,194.8,335.2,1883.0,5818,42,166,None,None,0,Low
HEMM-L002,Wheel Loader,2021-10-24,Morning,8,Poor,89.7,4.68,1.2,38.4,85.3,0.93,25.1,172.7,305.2,2022.0,8508,109,124,None,None,0,Medium
HEMM-DR01,Drill Rig,2022-12-06,Morning,7,Good,92.4,3.9,2.38,37.1,85.8,0.84,24.6,167.7,333.5,1943.0,10694,30,147,None,None,0,Medium
HEMM-L001,Wheel Loader,2023-08-16,Night,11,Fair,87.3,4.89,1.71,39.5,84.2,0.87,24.2,157.7,322.4,1919.0,9676,77,82,None,None,0,Medium
HEMM-DR01,Drill Rig,2022-11-05,Morning,4,Good,90.2,4.87,2.62,52.7,83.0,0.98,24.2,177.5,311.5,1771.0,7643,117,93,None,None,0,Low
HEMM-D001,Dumper,2022-04-02,Night,8,Good,89.3,4.9,1.57,36.6,92.2,0.92,24.8,178.5,340.3,1882.0,7843,84,99,None,None,0,Low
HEMM-B003,Dozer,2023-02-09,Morning,13,Good,96.1,4.28,1.96,41.4,81.3,0.82,25.3,188.1,333.0,1736.0,3218,110,36,None,None,0,Low
HEMM-D003,Dumper,2023-01-03,Morning,18,Fair,77.2,4.22,1.66,38.4,75.7,0.83,24.4,168.1,323.9,1903.0,2087,23,66,None,None,0,Low
HEMM-G001,Grader,2021-03-31,Morning,7,Good,100.7,4.22,1.74,37.9,75.3,0.98,24.5,196.6,294.8,1490.0,3441,41,129,None,None,0,High
HEMM-B001,Dozer,2021-12-23,Afternoon,18,Good,87.1,4.95,8.05,42.9,57.8,0.78,24.1,176.0,329.6,1867.0,4229,27,4,Tyres,Tyre Burst,1,Critical
HEMM-D001,Dumper,2021-10-09,Afternoon,4,Fair,85.4,4.26,1.71,40.0,80.5,1.0,25.6,189.2,345.5,1803.0,5744,31,120,None,None,0,Low
HEMM-G001,Grader,2023-02-02,Night,6,Poor,88.1,3.74,1.31,39.9,83.7,0.93,23.5,175.9,339.0,1827.0,8833,107,121,None,None,0,Medium
HEMM-D003,Dumper,2021-08-31,Morning,5,Poor,66.6,4.49,1.44,37.7,80.3,0.91,24.8,176.7,296.8,1690.0,3307,29,78,None,None,0,Low
HEMM-G001,Grader,2022-10-14,Night,14,Good,89.8,4.31,2.2,41.8,79.1,0.81,24.0,188.5,324.2,1795.0,10622,36,122,None,None,0,Medium
HEMM-E002,Excavator,2022-08-26,Morning,11,Poor,82.7,3.61,2.3,30.0,80.3,0.97,25.4,168.4,321.1,1731.0,4249,11,80,None,None,0,Low
HEMM-D005,Dumper,2023-11-07,Night,16,Good,102.8,3.91,1.34,39.9,90.6,0.84,24.8,175.9,296.9,1831.0,3628,98,99,None,None,0,High
HEMM-D003,Dumper,2021-12-09,Night,13,Poor,90.9,4.77,2.12,37.0,84.2,0.88,24.0,177.7,311.0,1918.0,10768,101,56,None,None,0,Medium
HEMM-L002,Wheel Loader,2023-08-09,Morning,11,Poor,85.5,4.39,2.01,47.6,82.0,0.77,24.5,187.1,334.3,1794.0,11873,52,102,None,None,0,Medium
HEMM-L001,Wheel Loader,2023-08-29,Afternoon,19,Poor,87.9,5.51,2.04,36.7,86.6,0.81,25.0,181.0,340.6,1756.0,6769,86,113,None,None,0,Low
HEMM-E002,Excavator,2022-03-26,Morning,15,Good,90.5,4.21,2.61,41.5,79.0,0.95,24.4,186.8,274.5,1810.0,4040,55,115,None,None,0,Low
HEMM-G002,Grader,2021-11-18,Afternoon,9,Good,83.8,4.68,2.07,31.4,86.1,0.9,25.1,182.1,315.6,1657.0,9220,15,86,None,None,0,Medium
HEMM-B002,Dozer,2023-06-30,Night,12,Good,81.9,5.23,1.49,39.2,82.4,0.79,25.0,178.8,299.3,1933.0,3971,79,53,None,None,0,Low
HEMM-B003,Dozer,2023-05-23,Afternoon,15,Fair,94.9,4.92,1.95,42.7,87.0,0.86,24.9,180.8,317.5,1775.0,7286,57,160,None,None,0,Low
HEMM-B003,Dozer,2022-07-14,Afternoon,1,Good,90.4,4.59,2.27,39.5,79.4,0.81,25.3,168.0,288.4,1760.0,3142,61,109,None,None,0,Low
HEMM-D003,Dumper,2023-01-06,Morning,10,Poor,87.6,4.46,1.92,45.0,84.2,0.79,24.2,174.4,295.7,1798.0,8420,70,103,None,None,0,Medium
HEMM-B001,Dozer,2022-04-12,Morning,4,Good,76.5,4.32,2.17,35.3,78.3,0.9,24.1,192.7,334.2,1829.0,1368,51,47,None,None,0,Low
HEMM-B003,Dozer,2022-02-07,Night,11,Poor,91.1,4.41,1.65,34.7,87.6,0.97,23.9,182.4,314.4,1835.0,4296,43,68,None,None,0,Low
HEMM-B001,Dozer,2022-01-26,Night,20,Poor,95.1,4.33,1.84,38.0,86.5,0.81,24.8,183.2,291.2,1925.0,2458,114,116,None,None,0,Low
HEMM-B001,Dozer,2021-01-18,Afternoon,10,Fair,90.6,4.55,1.56,30.8,82.4,0.93,24.2,174.6,328.5,1672.0,5879,105,159,None,None,0,Low
HEMM-D001,Dumper,2023-08-25,Night,17,Fair,83.2,3.9,1.78,32.8,80.9,0.78,24.7,178.2,296.7,1594.0,2645,115,69,None,None,0,Low
HEMM-E002,Excavator,2023-08-30,Morning,17,Poor,88.4,3.86,1.49,32.2,82.4,0.88,24.4,188.9,318.2,1800.0,9817,105,153,None,None,0,Medium
HEMM-DR02,Drill Rig,2022-11-29,Morning,11,Poor,80.8,4.1,1.6,37.5,73.3,0.85,24.5,179.1,335.3,1606.0,3277,59,53,None,None,0,Low
HEMM-DR02,Drill Rig,2023-07-11,Night,1,Poor,87.2,4.94,1.72,30.3,84.8,0.76,24.7,177.9,309.7,1723.0,6339,22,175,None,None,0,Low
HEMM-B002,Dozer,2021-01-20,Afternoon,12,Fair,78.0,4.04,1.99,38.8,79.8,0.81,24.3,179.6,338.8,1622.0,5767,33,160,None,None,0,Low
HEMM-G002,Grader,2022-09-06,Afternoon,19,Good,84.6,4.33,2.1,33.8,80.3,0.82,24.6,192.8,276.1,1695.0,580,77,39,None,None,0,Low
HEMM-D005,Dumper,2022-11-08,Night,20,Fair,76.9,4.49,1.97,32.2,81.9,0.78,25.0,160.1,340.7,1887.0,10158,78,45,None,None,0,Medium
HEMM-E002,Excavator,2023-03-12,Morning,18,Fair,78.9,4.37,1.64,34.6,80.3,0.8,18.8,174.3,353.5,1743.0,6531,29,7,Electrical,Electrical Fault,1,Critical
HEMM-D003,Dumper,2021-12-18,Morning,18,Poor,79.9,4.14,1.56,30.9,84.2,0.9,24.3,179.0,335.1,1783.0,3110,9,101,None,None,0,Low
HEMM-D001,Dumper,2022-01-18,Morning,3,Good,95.0,4.45,1.85,36.3,85.4,0.97,24.7,183.9,363.7,1914.0,6522,41,171,None,None,0,Low
HEMM-L002,Wheel Loader,2021-05-24,Afternoon,2,Good,78.3,3.38,6.83,44.6,82.2,0.99,24.6,171.8,339.0,1617.0,6239,71,6,Transmission,Transmission Failure,1,Critical
HEMM-E001,Excavator,2021-08-15,Morning,18,Poor,81.1,3.45,1.71,37.8,72.7,0.76,24.7,104.5,287.8,1829.0,7055,66,3,Hydraulics,Hydraulic Failure,1,Critical
HEMM-E002,Excavator,2022-09-27,Afternoon,16,Poor,85.2,5.07,1.23,44.2,87.2,0.79,24.1,171.7,340.8,1780.0,2801,82,77,None,None,0,Low
HEMM-E002,Excavator,2023-10-27,Night,15,Good,67.7,4.85,2.14,44.4,78.5,0.97,24.4,193.6,292.7,1951.0,4712,30,171,None,None,0,Low
HEMM-DR02,Drill Rig,2021-05-12,Afternoon,20,Fair,88.1,4.26,2.44,43.5,80.1,0.84,25.4,160.6,332.0,1818.0,4244,72,60,None,None,0,Low
HEMM-L001,Wheel Loader,2023-08-01,Afternoon,19,Good,89.0,3.85,1.95,38.7,80.8,0.94,24.4,181.0,305.1,1718.0,840,99,62,None,None,0,Low
HEMM-DR02,Drill Rig,2022-12-12,Night,10,Good,78.6,4.48,1.54,42.1,88.1,0.99,24.6,182.1,280.4,1848.0,6607,83,112,None,None,0,Low
HEMM-E001,Excavator,2023-06-04,Afternoon,13,Poor,71.1,4.3,2.04,32.0,87.7,0.78,25.5,167.8,325.2,1720.0,10998,28,139,None,None,0,Medium
HEMM-G002,Grader,2021-03-31,Morning,6,Poor,99.9,4.37,1.55,34.5,77.3,1.0,24.4,185.1,299.8,1723.0,4685,117,86,None,None,0,Low
HEMM-D003,Dumper,2022-03-21,Afternoon,14,Fair,89.2,4.8,2.05,36.8,86.0,0.85,24.5,178.8,337.3,1816.0,9257,20,1,Fuel System,Fuel System Failure,1,Critical
HEMM-DR01,Drill Rig,2023-07-13,Morning,9,Good,85.7,3.45,1.64,40.5,82.6,0.78,23.8,177.9,300.8,1795.0,3597,69,93,None,None,0,High
HEMM-D003,Dumper,2023-08-04,Afternoon,11,Good,89.1,4.52,1.85,36.0,82.8,0.79,24.7,174.1,317.2,1945.0,6742,114,139,None,None,0,Low
HEMM-D001,Dumper,2022-05-29,Morning,5,Poor,82.2,3.96,2.46,40.3,86.4,0.81,25.2,176.4,282.8,1836.0,5559,90,101,None,None,0,Low
HEMM-DR02,Drill Rig,2021-05-20,Morning,18,Poor,73.5,5.38,1.53,39.1,75.0,0.79,24.3,168.5,342.4,1827.0,10964,36,93,None,None,0,Medium
HEMM-D005,Dumper,2023-08-23,Afternoon,6,Good,90.1,4.39,1.96,41.3,83.2,0.94,23.9,181.3,340.0,1620.0,2994,112,164,None,None,0,Low
HEMM-E001,Excavator,2022-08-26,Morning,18,Good,80.3,4.36,1.49,39.2,76.2,0.81,24.8,195.4,286.6,1640.0,6603,26,125,None,None,0,Low
HEMM-D001,Dumper,2022-07-14,Morning,15,Good,87.3,4.12,2.1,41.2,82.0,0.92,25.1,199.1,314.6,1673.0,6066,27,174,None,None,0,Low
HEMM-SC01,Scraper,2022-03-19,Afternoon,2,Poor,90.8,4.48,1.36,43.2,79.8,0.79,24.9,189.3,347.7,1912.0,10600,108,115,None,None,0,Medium
HEMM-D004,Dumper,2023-03-11,Night,10,Poor,90.2,3.67,4.94,44.0,86.4,0.76,24.0,162.4,315.8,1871.0,7474,11,6,Brakes,Brake Failure,1,Critical
HEMM-E003,Excavator,2023-02-07,Morning,7,Fair,97.9,4.04,1.67,62.3,87.7,0.91,25.0,165.3,355.1,1902.0,1697,7,0,Fuel System,Fuel System Failure,1,Critical
HEMM-E002,Excavator,2021-05-10,Morning,4,Poor,69.0,4.83,6.38,37.3,44.9,0.94,24.5,171.5,322.7,1900.0,11080,26,6,Tyres,Tyre Burst,1,Critical
HEMM-B003,Dozer,2022-10-23,Night,7,Poor,90.9,5.17,2.47,40.6,79.1,0.95,24.7,188.7,335.1,1829.0,10434,31,161,None,None,0,Medium
HEMM-DR01,Drill Rig,2021-09-05,Morning,7,Fair,95.1,4.61,1.93,61.0,82.1,0.85,23.8,195.5,344.0,1657.0,1934,50,6,Fuel System,Fuel System Failure,1,Critical
HEMM-D001,Dumper,2023-03-09,Morning,15,Poor,80.2,5.25,2.16,39.6,80.1,0.88,24.9,166.6,342.5,1799.0,3806,13,144,None,None,0,Low
HEMM-G001,Grader,2021-03-31,Morning,7,Poor,80.3,4.26,1.65,37.9,82.3,0.95,25.0,178.4,330.0,1622.0,6935,43,137,None,None,0,Low
HEMM-D004,Dumper,2021-12-18,Afternoon,4,Poor,86.7,4.16,2.26,36.3,79.4,0.79,25.2,163.3,303.1,1798.0,10028,46,81,None,None,0,Medium
HEMM-D005,Dumper,2022-11-12,Morning,11,Good,87.6,5.21,1.64,43.0,82.1,0.86,24.8,177.5,289.0,1737.0,11117,66,131,None,None,0,Medium
HEMM-DR02,Drill Rig,2023-02-23,Night,8,Poor,74.4,4.19,1.86,43.0,81.8,0.91,24.4,175.6,288.4,1812.0,8448,80,101,None,None,0,Medium
HEMM-E003,Excavator,2021-02-13,Night,4,Poor,80.0,4.72,1.94,35.5,77.0,0.76,24.6,181.4,311.8,1649.0,5260,35,171,None,None,0,Low
HEMM-E003,Excavator,2021-06-12,Morning,5,Fair,85.6,4.06,2.15,46.3,79.1,0.91,23.9,169.5,325.2,1791.0,6336,68,50,None,None,0,Low
HEMM-G002,Grader,2022-02-23,Night,2,Poor,94.7,4.69,1.9,29.2,76.5,0.93,24.9,176.0,275.7,1848.0,4100,97,51,None,None,0,Low
HEMM-DR02,Drill Rig,2022-11-05,Morning,9,Good,92.5,4.5,2.45,31.4,85.9,0.89,24.9,184.2,318.2,1948.0,5402,87,172,None,None,0,Low
HEMM-DR01,Drill Rig,2022-08-14,Morning,8,Good,90.8,4.03,2.33,42.1,78.1,0.88,23.9,189.1,295.9,2012.0,5627,48,86,None,None,0,Low
HEMM-D002,Dumper,2022-05-24,Night,8,Fair,93.2,4.1,1.75,41.9,86.1,0.92,23.9,190.3,343.1,1646.0,10162,116,113,None,None,0,Medium
HEMM-E001,Excavator,2023-06-25,Night,1,Fair,112.7,4.93,2.0,40.1,80.5,0.47,23.9,178.1,427.0,1749.0,1258,116,3,Engine,Engine Overheat,1,Critical
HEMM-D005,Dumper,2022-02-23,Morning,3,Poor,86.8,4.76,1.76,36.2,83.6,0.9,24.2,164.6,298.1,1877.0,3045,80,77,None,None,0,Low
HEMM-E002,Excavator,2022-04-29,Night,3,Fair,105.4,4.21,1.52,29.5,84.1,0.84,24.3,184.6,315.2,1741.0,7183,97,163,None,None,0,High
HEMM-E002,Excavator,2022-05-17,Afternoon,6,Fair,94.9,4.28,1.97,35.4,88.2,0.99,23.9,183.2,320.1,1764.0,10126,36,124,None,None,0,Medium
HEMM-DR02,Drill Rig,2022-02-17,Afternoon,16,Fair,75.9,4.73,2.04,44.7,86.6,0.79,23.4,178.7,348.2,1786.0,1510,51,146,None,None,0,Low
HEMM-L001,Wheel Loader,2023-06-23,Afternoon,17,Fair,72.9,4.33,2.49,29.3,77.3,0.78,24.2,178.4,340.3,1782.0,10184,99,67,None,None,0,Medium
HEMM-L001,Wheel Loader,2021-02-10,Afternoon,14,Fair,103.8,4.71,1.38,36.4,75.7,0.78,24.5,178.4,307.1,1643.0,1563,102,88,None,None,0,High
HEMM-D005,Dumper,2021-12-26,Afternoon,13,Fair,77.5,5.31,1.72,39.6,76.2,0.79,25.0,197.4,300.5,1666.0,7796,44,112,None,None,0,Low
HEMM-SC01,Scraper,2023-09-12,Morning,11,Fair,97.2,3.88,1.37,30.4,80.2,0.83,25.1,180.9,279.8,1831.0,2438,96,123,None,None,0,Low
